"""rowid"" ""WY"" ""source"" ""system.index"" ""image_date"" ""mean"" ""median"" ""std"" ""variance"" ""date"" ""meadow"" ""DOY"" ""DOWY"" ""WYTYPE"""
"8239 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960516"" 1119960516 832204800000 0.251456304995426 0.219975912145206 0.104367511154839 0.0108925773846554 ""19960516"" ""Carter"" 137 229 ""W"""
"8240 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960524"" 1119960524 8.32896e+11 NA NA NA NA ""19960524"" ""Carter"" 145 237 ""W"""
"8241 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960601"" 1119960601 833587200000 0.195610132742562 0.201340371370316 0.0793417094297402 0.00629510685523333 ""19960601"" ""Carter"" 153 245 ""W"""
"8242 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951203"" 1119951203 817948800000 0.442077945064892 0.426101880414145 0.0542743319195026 0.00294570310530833 ""19951203"" ""VanNorden"" 337 63 ""W"""
"8243 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951211"" 1119951211 8.1864e+11 NA NA NA NA ""19951211"" ""VanNorden"" 345 71 ""W"""
"8244 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951219"" 1119951219 819331200000 NA NA NA NA ""19951219"" ""VanNorden"" 353 79 ""W"""
"8245 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951227"" 1119951227 820022400000 0.842070853785993 0.843175114540572 0.0269908408916678 0.000728505492039326 ""19951227"" ""VanNorden"" 361 87 ""W"""
"8246 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960101"" 1119960101 820454400000 0.569074772385818 0.575443029403687 0.0347773112974644 0.00120946138108075 ""19960101"" ""VanNorden"" 1 93 ""W"""
"8247 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960109"" 1119960109 821145600000 0.879526421719335 0.891303166940615 0.0527963571272789 0.00278745532591117 ""19960109"" ""VanNorden"" 9 101 ""W"""
"8248 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960117"" 1119960117 821836800000 0.513448189032754 0.509998716212608 0.0386704368972033 0.00149540268982058 ""19960117"" ""VanNorden"" 17 109 ""W"""
"8249 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960125"" 1119960125 8.22528e+11 NA NA NA NA ""19960125"" ""VanNorden"" 25 117 ""W"""
"8250 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960202"" 1119960202 823219200000 0.351246566834282 0.348935882712519 0.0147223906194063 0.000216748785550383 ""19960202"" ""VanNorden"" 33 125 ""W"""
"8251 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960210"" 1119960210 823910400000 NA NA NA NA ""19960210"" ""VanNorden"" 41 133 ""W"""
"8252 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960625"" 1119960625 835660800000 NA NA NA NA ""19960625"" ""Childs"" 177 269 ""W"""
"8253 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960703"" 1119960703 8.36352e+11 0.206351417693812 0.22439567436432 0.115786369268178 0.0134064833083069 ""19960703"" ""Childs"" 185 277 ""W"""
"8254 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960711"" 1119960711 837043200000 NA NA NA NA ""19960711"" ""Childs"" 193 285 ""W"""
"8255 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960719"" 1119960719 837734400000 0.133745365483038 0.154074590872316 0.123810407626753 0.0153290170367029 ""19960719"" ""Childs"" 201 293 ""W"""
"8256 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960727"" 1119960727 838425600000 NA NA NA NA ""19960727"" ""Childs"" 209 301 ""W"""
"8257 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951117"" 1119951117 816566400000 NA NA NA NA ""19951117"" ""Carter"" 321 47 ""W"""
"8258 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951125"" 1119951125 817257600000 NA NA NA NA ""19951125"" ""Carter"" 329 55 ""W"""
"8259 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960422"" 1119960422 830131200000 0.942675547794587 0.950035745898883 0.0271050335291644 0.000734682842617125 ""19960422"" ""VanNorden"" 113 205 ""W"""
"8260 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960430"" 1119960430 830822400000 NA NA NA NA ""19960430"" ""VanNorden"" 121 213 ""W"""
"8261 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960508"" 1119960508 831513600000 0.877537529959312 0.920187148379117 0.110181014794323 0.0121398560211069 ""19960508"" ""VanNorden"" 129 221 ""W"""
"8262 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960516"" 1119960516 832204800000 NA NA NA NA ""19960516"" ""VanNorden"" 137 229 ""W"""
"8263 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960524"" 1119960524 8.32896e+11 0.0900418081853665 0.0622918913336961 0.159079011822575 0.0253061320024471 ""19960524"" ""VanNorden"" 145 237 ""W"""
"8264 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960109"" 1119960109 821145600000 0.697499870586751 0.681378996372223 0.123819784468191 0.0153313390257492 ""19960109"" ""Carter"" 9 101 ""W"""
"8265 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951117"" 1119951117 816566400000 NA NA NA NA ""19951117"" ""Childs"" 321 47 ""W"""
"8266 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960617"" 1119960617 834969600000 0.110050646110488 0.110935586038977 0.161851665923734 0.026195961762288 ""19960617"" ""VanNorden"" 169 261 ""W"""
"8267 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960625"" 1119960625 835660800000 0.16042977685716 0.159922566413879 0.159568082703385 0.0254619730176343 ""19960625"" ""VanNorden"" 177 269 ""W"""
"8268 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951211"" 1119951211 8.1864e+11 NA NA NA NA ""19951211"" ""Childs"" 345 71 ""W"""
"8269 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951219"" 1119951219 819331200000 NA NA NA NA ""19951219"" ""Childs"" 353 79 ""W"""
"8270 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951024"" 1119951024 814492800000 0.24344326938511 0.239315564433734 0.0898078769342727 0.00806545475944147 ""19951024"" ""Cow"" 297 23 ""W"""
"8271 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951101"" 1119951101 8.15184e+11 NA NA NA NA ""19951101"" ""Cow"" 305 31 ""W"""
"8272 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960125"" 1119960125 8.22528e+11 NA NA NA NA ""19960125"" ""Childs"" 25 117 ""W"""
"8273 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960202"" 1119960202 823219200000 NA NA NA NA ""19960202"" ""Childs"" 33 125 ""W"""
"8274 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960210"" 1119960210 823910400000 NA NA NA NA ""19960210"" ""Childs"" 41 133 ""W"""
"8275 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960218"" 1119960218 824601600000 NA NA NA NA ""19960218"" ""Childs"" 49 141 ""W"""
"8276 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960226"" 1119960226 825292800000 0.242683845976811 0.224809404266508 0.0791088224561068 0.00625820579039183 ""19960226"" ""Childs"" 57 149 ""W"""
"8277 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951219"" 1119951219 819331200000 NA NA NA NA ""19951219"" ""Cow"" 353 79 ""W"""
"8278 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951227"" 1119951227 820022400000 NA NA NA NA ""19951227"" ""Cow"" 361 87 ""W"""
"8279 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960913"" 1119960913 842572800000 0.020154804147879 0.0143934622140867 0.0724023587433725 0.00524210155160401 ""19960913"" ""VanNorden"" 257 349 ""W"""
"8280 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960921"" 1119960921 8.43264e+11 -0.0450403645504994 -0.0568059537145827 0.081471141257544 0.00663754685780669 ""19960921"" ""VanNorden"" 265 357 ""W"""
"8281 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960929"" 1119960929 843955200000 -0.0641946782461193 -0.0762229616875234 0.07879851239798 0.00620920555613461 ""19960929"" ""VanNorden"" 273 365 ""W"""
"8282 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951117"" 1119951117 816566400000 0.170250826852429 0.166361753311422 0.0379794590736248 0.00144243931152514 ""19951117"" ""VanNorden"" 321 47 ""W"""
"8283 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951125"" 1119951125 817257600000 NA NA NA NA ""19951125"" ""VanNorden"" 329 55 ""W"""
"8284 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960202"" 1119960202 823219200000 NA NA NA NA ""19960202"" ""Cow"" 33 125 ""W"""
"8285 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960210"" 1119960210 823910400000 NA NA NA NA ""19960210"" ""Cow"" 41 133 ""W"""
"8286 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960218"" 1119960218 824601600000 NA NA NA NA ""19960218"" ""Cow"" 49 141 ""W"""
"8287 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960226"" 1119960226 825292800000 0.401587948613211 0.391453415155411 0.0353244059572704 0.00124781365623404 ""19960226"" ""Cow"" 57 149 ""W"""
"8288 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960305"" 1119960305 8.25984e+11 0.52380811019775 0.522783286041684 0.0064025065755248 4.09920904496382e-05 ""19960305"" ""Cow"" 65 157 ""W"""
"8289 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960313"" 1119960313 826675200000 0.832113582606709 0.85086727142334 0.0578709600868835 0.00334904802137766 ""19960313"" ""Cow"" 73 165 ""W"""
"8290 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960321"" 1119960321 827366400000 0.712260020435403 0.713898479938507 0.0267992171410541 0.000718198039373366 ""19960321"" ""Cow"" 81 173 ""W"""
"8291 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960329"" 1119960329 828057600000 NA NA NA NA ""19960329"" ""Cow"" 89 181 ""W"""
"8292 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951008"" 1119951008 813110400000 0.35021001589832 0.359489232301712 0.0666487680964627 0.00444205828877607 ""19951008"" ""Carter"" 281 7 ""W"""
"8293 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951016"" 1119951016 813801600000 NA NA NA NA ""19951016"" ""Carter"" 289 15 ""W"""
"8294 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951024"" 1119951024 814492800000 0.261245772617855 0.272769749164581 0.0843348374297657 0.00711236480430502 ""19951024"" ""Carter"" 297 23 ""W"""
"8295 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951101"" 1119951101 8.15184e+11 NA NA NA NA ""19951101"" ""Carter"" 305 31 ""W"""
"8296 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951109"" 1119951109 815875200000 NA NA NA NA ""19951109"" ""Carter"" 313 39 ""W"""
"8297 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960516"" 1119960516 832204800000 0.553446887829982 0.602049618959427 0.135610692363 0.0183902598831723 ""19960516"" ""Cow"" 137 229 ""W"""
"8298 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960524"" 1119960524 8.32896e+11 0.261806136116796 0.271870493888855 0.108819659630999 0.0118417183222064 ""19960524"" ""Cow"" 145 237 ""W"""
"8299 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960601"" 1119960601 833587200000 0.256410391232289 0.268775597214699 0.0767312594156525 0.00588768617151215 ""19960601"" ""Cow"" 153 245 ""W"""
"8300 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960812"" 1119960812 8.39808e+11 NA NA NA NA ""19960812"" ""Childs"" 225 317 ""W"""
"8301 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960820"" 1119960820 840499200000 0.217978434114103 0.240184370624392 0.221559500904092 0.0490886124408703 ""19960820"" ""Childs"" 233 325 ""W"""
"8302 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960828"" 1119960828 841190400000 NA NA NA NA ""19960828"" ""Childs"" 241 333 ""W"""
"8303 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960905"" 1119960905 841881600000 NA NA NA NA ""19960905"" ""Childs"" 249 341 ""W"""
"8304 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960913"" 1119960913 842572800000 NA NA NA NA ""19960913"" ""Childs"" 257 349 ""W"""
"8305 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960117"" 1119960117 821836800000 NA NA NA NA ""19960117"" ""Carter"" 17 109 ""W"""
"8306 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951125"" 1119951125 817257600000 0.287504439906671 0.284867836670442 0.0176499959913601 0.000311522358495026 ""19951125"" ""Childs"" 329 55 ""W"""
"8307 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951203"" 1119951203 817948800000 NA NA NA NA ""19951203"" ""Childs"" 337 63 ""W"""
"8308 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951008"" 1119951008 813110400000 0.276952475856204 0.269109398126602 0.0777626867951269 0.00604703545759701 ""19951008"" ""Cow"" 281 7 ""W"""
"8309 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951016"" 1119951016 813801600000 NA NA NA NA ""19951016"" ""Cow"" 289 15 ""W"""
"8310 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960218"" 1119960218 824601600000 NA NA NA NA ""19960218"" ""Carter"" 49 141 ""W"""
"8311 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960226"" 1119960226 825292800000 0.685607214472187 0.681715458631516 0.0402284953781056 0.00161833184038626 ""19960226"" ""Carter"" 57 149 ""W"""
"8312 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960719"" 1119960719 837734400000 0.21890439743501 0.219516335986555 0.135557975463441 0.0183759647117469 ""19960719"" ""VanNorden"" 201 293 ""W"""
"8313 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960727"" 1119960727 838425600000 0.166887799489317 0.162398310303688 0.128349645665307 0.0164736315424099 ""19960727"" ""VanNorden"" 209 301 ""W"""
"8314 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960804"" 1119960804 839116800000 0.152878648744001 0.142832433706836 0.133312987974754 0.0177723527627569 ""19960804"" ""VanNorden"" 217 309 ""W"""
"8315 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960812"" 1119960812 8.39808e+11 NA NA NA NA ""19960812"" ""VanNorden"" 225 317 ""W"""
"8316 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960820"" 1119960820 840499200000 0.0755465931739814 0.0567686844755102 0.115832789334716 0.0134172350850606 ""19960820"" ""VanNorden"" 233 325 ""W"""
"8317 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960422"" 1119960422 830131200000 NA NA NA NA ""19960422"" ""Carter"" 113 205 ""W"""
"8318 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951016"" 1119951016 813801600000 -0.014279473311366 -0.0290424008962027 0.0915262403629269 0.00837705267497227 ""19951016"" ""VanNorden"" 289 15 ""W"""
"8319 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951024"" 1119951024 814492800000 NA NA NA NA ""19951024"" ""VanNorden"" 297 23 ""W"""
"8320 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951101"" 1119951101 8.15184e+11 0.0622991996622449 0.0577157850134863 0.03820215465712 0.00145940462044651 ""19951101"" ""VanNorden"" 305 31 ""W"""
"8321 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951109"" 1119951109 815875200000 NA NA NA NA ""19951109"" ""VanNorden"" 313 39 ""W"""
"8322 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960117"" 1119960117 821836800000 0.46630023160112 0.466455906629562 0.0154551883928066 0.000238862848257143 ""19960117"" ""Cow"" 17 109 ""W"""
"8323 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960125"" 1119960125 8.22528e+11 NA NA NA NA ""19960125"" ""Cow"" 25 117 ""W"""
"8324 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960812"" 1119960812 8.39808e+11 0.33584090752886 0.337310463190079 0.0448248919352137 0.00200927093700358 ""19960812"" ""Cow"" 225 317 ""W"""
"8325 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960820"" 1119960820 840499200000 0.490590901549803 0.481218457221985 0.10199585542828 0.0104031545245466 ""19960820"" ""Cow"" 233 325 ""W"""
"8326 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960305"" 1119960305 8.25984e+11 NA NA NA NA ""19960305"" ""Carter"" 65 157 ""W"""
"8327 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960609"" 1119960609 834278400000 0.298257738078406 0.29555481672287 0.0683210720363376 0.00466776888419443 ""19960609"" ""Cow"" 161 253 ""W"""
"8328 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960617"" 1119960617 834969600000 0.329520197636491 0.332157760858536 0.0635251584645867 0.00403544575795085 ""19960617"" ""Cow"" 169 261 ""W"""
"8329 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960625"" 1119960625 835660800000 0.226334920716942 0.219215571880341 0.0138812626458419 0.000192689452642847 ""19960625"" ""Cow"" 177 269 ""W"""
"8330 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960703"" 1119960703 8.36352e+11 0.3482563755381 0.349025225639343 0.0582564432395951 0.00339381317892817 ""19960703"" ""Cow"" 185 277 ""W"""
"8331 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960711"" 1119960711 837043200000 0.349111836711201 0.349002075195313 0.0375947909605265 0.00141336830736568 ""19960711"" ""Cow"" 193 285 ""W"""
"8332 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960406"" 1119960406 828748800000 0.874541447796953 0.903841733932495 0.0756810766774725 0.00572762536706147 ""19960406"" ""Cow"" 97 189 ""W"""
"8333 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960414"" 1119960414 8.2944e+11 NA NA NA NA ""19960414"" ""Cow"" 105 197 ""W"""
"8334 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960422"" 1119960422 830131200000 0.316583963162308 0.317344129085541 0.0193078501204382 0.000372793076273304 ""19960422"" ""Cow"" 113 205 ""W"""
"8335 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960430"" 1119960430 830822400000 0.697693918823102 0.726174414157867 0.1160827418243 0.0134752029494471 ""19960430"" ""Cow"" 121 213 ""W"""
"8336 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960508"" 1119960508 831513600000 NA NA NA NA ""19960508"" ""Cow"" 129 221 ""W"""
"8337 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960804"" 1119960804 839116800000 0.345394709378207 0.346262168884277 0.0384362347681923 0.00147734414315559 ""19960804"" ""Cow"" 217 309 ""W"""
"8338 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951117"" 1119951117 816566400000 NA NA NA NA ""19951117"" ""Cow"" 321 47 ""W"""
"8339 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951125"" 1119951125 817257600000 0.352866848725655 0.392897367477417 0.177086675868035 0.0313596907699905 ""19951125"" ""Cow"" 329 55 ""W"""
"8340 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960313"" 1119960313 826675200000 0.833288149157567 0.846663296222687 0.0702121336249036 0.00492974370816131 ""19960313"" ""Carter"" 73 165 ""W"""
"8341 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951109"" 1119951109 815875200000 0.153558288815024 0.155600657065709 0.0660295976897798 0.00435990777107417 ""19951109"" ""Cow"" 313 39 ""W"""
"8342 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960929"" 1119960929 843955200000 NA NA NA NA ""19960929"" ""Childs"" 273 365 ""W"""
"8343 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960125"" 1119960125 8.22528e+11 NA NA NA NA ""19960125"" ""Carter"" 25 117 ""W"""
"8344 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951203"" 1119951203 817948800000 NA NA NA NA ""19951203"" ""Cow"" 337 63 ""W"""
"8345 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960921"" 1119960921 8.43264e+11 -0.0236436992102855 -0.0407721260828631 0.107570273167452 0.0115713636693203 ""19960921"" ""Childs"" 265 357 ""W"""
"8346 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960905"" 1119960905 841881600000 NA NA NA NA ""19960905"" ""Cow"" 249 341 ""W"""
"8347 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960321"" 1119960321 827366400000 NA NA NA NA ""19960321"" ""Carter"" 81 173 ""W"""
"8348 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960202"" 1119960202 823219200000 NA NA NA NA ""19960202"" ""Carter"" 33 125 ""W"""
"8349 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960210"" 1119960210 823910400000 NA NA NA NA ""19960210"" ""Carter"" 41 133 ""W"""
"8350 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951211"" 1119951211 8.1864e+11 NA NA NA NA ""19951211"" ""Cow"" 345 71 ""W"""
"8351 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960719"" 1119960719 837734400000 0.346015759564321 0.343953478336334 0.0490639323878748 0.00240726946136195 ""19960719"" ""Cow"" 201 293 ""W"""
"8352 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951203"" 1119951203 817948800000 NA NA NA NA ""19951203"" ""Carter"" 337 63 ""W"""
"8353 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960828"" 1119960828 841190400000 0.315744884243799 0.321263335645199 0.0512620792847637 0.0026278007725974 ""19960828"" ""Cow"" 241 333 ""W"""
"8354 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960406"" 1119960406 828748800000 NA NA NA NA ""19960406"" ""Carter"" 97 189 ""W"""
"8355 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951219"" 1119951219 819331200000 NA NA NA NA ""19951219"" ""Carter"" 353 79 ""W"""
"8356 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960101"" 1119960101 820454400000 NA NA NA NA ""19960101"" ""Cow"" 1 93 ""W"""
"8357 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951211"" 1119951211 8.1864e+11 NA NA NA NA ""19951211"" ""Carter"" 345 71 ""W"""
"8358 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960101"" 1119960101 820454400000 NA NA NA NA ""19960101"" ""Carter"" 1 93 ""W"""
"8359 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960921"" 1119960921 8.43264e+11 0.298178373810348 0.298430919647217 0.0597426035608837 0.00356917868023291 ""19960921"" ""Cow"" 265 357 ""W"""
"8360 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951008"" 1119951008 813110400000 NA NA NA NA ""19951008"" ""VanNorden"" 281 7 ""W"""
"8361 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960109"" 1119960109 821145600000 0.811758716172035 0.830503851175308 0.0964379085738295 0.0093002702100943 ""19960109"" ""Cow"" 9 101 ""W"""
"8362 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960913"" 1119960913 842572800000 0.372015911778179 0.368547260761261 0.028666551095148 0.000821771151690731 ""19960913"" ""Cow"" 257 349 ""W"""
"8363 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960414"" 1119960414 8.2944e+11 NA NA NA NA ""19960414"" ""Carter"" 105 197 ""W"""
"8364 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960329"" 1119960329 828057600000 NA NA NA NA ""19960329"" ""Carter"" 89 181 ""W"""
"8365 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19951227"" 1119951227 820022400000 NA NA NA NA ""19951227"" ""Carter"" 361 87 ""W"""
"8366 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960727"" 1119960727 838425600000 0.381903783853995 0.386511653661728 0.0463166344327507 0.00214523062517707 ""19960727"" ""Cow"" 209 301 ""W"""
"8367 1996 ""LANDSAT/LT5_L1T_8DAY_NDWI/19960929"" 1119960929 843955200000 0.281057165166654 0.286237619817257 0.067023199062451 0.00449210921256493 ""19960929"" ""Cow"" 273 365 ""W"""
"8368 1997 ""LANDSAT/LT5_L1T_8DAY_NDWI/19970525"" 1119970525 864518400000 NA NA NA NA ""19970525"" ""Carter"" 145 237 ""W"""
"8369 1997 ""LANDSAT/LT5_L1T_8DAY_NDWI/19961015"" 1119961015 845337600000 NA NA NA NA ""19961015"" ""Carter"" 289 15 ""W"""
"8370 1997 ""LANDSAT/LT5_L1T_8DAY_NDWI/19961023"" 1119961023 846028800000 0.167280474649881 0.173660889267921 0.0673210918689967 0.00453212941043389 ""19961023"" ""Carter"" 297 23 ""W"""
"8371 1997 ""LANDSAT/LT5_L1T_8DAY_NDWI/19970517"" 1119970517 863827200000 0.543795796917446 0.542908847332001 0.00679969095771491 4.623579712043e-05 ""19970517"" ""Carter"" 137 229 ""W"""
"8372 1997 ""LANDSAT/LT5_L1T_8DAY_NDWI/19961007"" 1119961007 844646400000 0.164512828993264 0.183545636634032 0.111790676565814 0.0124971553670424 ""19961007"" ""Carter"" 281 7 ""W"""
"8373 1997 ""LANDSAT/LT5_L1T_8DAY_NDWI/19961226"" 1119961226 851558400000 NA NA NA NA ""19961226"" ""Cow"" 361 87 ""W"""
"8374 1997 ""LANDSAT/LT5_L1T_8DAY_NDWI/19970509"" 1119970509 8.63136e+11 NA NA NA NA ""19970509"" ""Carter"" 129 221 ""W"""
"8375 1997 ""LANDSAT/LT5_L1T_8DAY_NDWI/19970610"" 1119970610 865900800000 NA NA NA NA ""19970610"" ""Carter"" 161 253 ""W"""
"8376 1997 ""LANDSAT/LT5_L1T_8DAY_NDWI/19970618"" 1119970618 8.66592e+11 0.342748084953472 0.347944592436155 0.0413451278872724 0.00170941960001491 ""19970618"" ""Carter"" 169 261 ""W"""
"8377 1997 ""LANDSAT/LT5_L1T_8DAY_NDWI/19970101"" 1119970101 852076800000 0.791414335780187 0.811708112557729 0.0789914779143263 0.0062396535830895 ""19970101"" ""Cow"" 1 93 ""W"""
"8378 1997 ""LANDSAT/LT5_L1T_8DAY_NDWI/19970423"" 1119970423 861753600000 NA NA NA NA ""19970423"" ""Carter"" 113 205 ""W"""
"8379 1997 ""LANDSAT/LT5_L1T_8DAY_NDWI/19970322"" 1119970322 858988800000 0.660588573698604 0.658396065235138 0.0724722531494399 0.0052522274765565 ""19970322"" ""Cow"" 81 173 ""W"""
"8380 1997 ""LANDSAT/LT5_L1T_8DAY_NDWI/19970501"" 1119970501 862444800000 0.0581356359653543 0.08630639500916 0.114769058614644 0.0131719368152915 ""19970501"" ""Carter"" 121 213 ""W"""
"8381 1997 ""LANDSAT/LT5_L1T_8DAY_NDWI/19970407"" 1119970407 860371200000 0.697161488029935 0.729215717315674 0.103274560911739 0.0106656349315124 ""19970407"" ""Cow"" 97 189 ""W"""
